owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0080,INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,41.0,"Grants, subsidies, and contributions",D,Q,,100000.00,,,,,,,474823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0080,INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,41.0,"Grants, subsidies, and contributions",D,Q,,-7866.78,,,,,,,475721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0080,INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,194000.00,,,,,,,476122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P03,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0081,INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,5999332.00,,,,,,,02D41723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-01
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0081,INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,-5999332.00,,,,,,,02D41723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0081,INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,3175000.00,,,,,,,9.92E+26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0046,CLIMATE PROTECTION PROGRAM,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,12283.61,,,,,AAELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0046,CLIMATE PROTECTION PROGRAM,25.2,Other services from non-Federal sources,D,Q,,25832.28,,,,,EPW170110020,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0046,CLIMATE PROTECTION PROGRAM,26.0,Supplies and materials,D,Q,,6862.44,,,,,68HERH23F0223,68HERH22A0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0059,FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,25.1,Advisory and assistance services,D,Q,,2800.00,,,,,T2333EQR098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,37844.00,,,,,AAELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,31029.88,,,,,AAELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,39727.00,,,,,AAGASTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,60000.00,,,,,ANARNATGAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,20000.00,,,,,ANNARWATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,33480.75,,,,,2,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,1250.00,,,,,68HE0B23F0113,68HERH19A0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,-79.99,,,,,68HE0M22P0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,1490.00,,,,,68HE0M23F0010,47QREA23D0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,3465.00,,,,,68HE0M23F0011,47QREA23D0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.2,Other services from non-Federal sources,D,Q,,3570.00,,,,,68HE0M23P0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.7,Operation and maintenance of equipment,D,Q,,8000.00,,,,,68HE0M23P0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,25.7,Operation and maintenance of equipment,D,Q,,20000.00,,,,,AADEMURRAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,26.0,Supplies and materials,D,Q,,8906.00,,,,,68HERH23F0221,68HERH22A0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0061,FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,26.0,Supplies and materials,D,Q,,9602.54,,,,,68HERH23F0248,68HERH22A0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0062,FORENSICS SUPPORT,12.1,Civilian personnel benefits,D,Q,,140.80,,,,,2350HPLI02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0062,FORENSICS SUPPORT,12.1,Civilian personnel benefits,D,Q,,140.80,,,,,2350HPLI03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0062,FORENSICS SUPPORT,12.1,Civilian personnel benefits,D,Q,,140.80,,,,,2350HPLI04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0062,FORENSICS SUPPORT,12.1,Civilian personnel benefits,D,Q,,140.80,,,,,2350HPLI05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0071,HOMELAND SECURITY:  CRITICAL INFRASTRUCTURE PROTECTION,25.1,Advisory and assistance services,D,Q,,-150.00,,,,,T2140WSD011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.1,Advisory and assistance services,D,Q,,1880.00,,,,,68HE0B23P0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.1,Advisory and assistance services,D,Q,,2150.00,,,,,T2326F10018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.1,Advisory and assistance services,D,Q,,6495.00,,,,,T2333FQR030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.2,Other services from non-Federal sources,D,Q,,2200.00,,,,,68HE0B23P0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.7,Operation and maintenance of equipment,D,Q,,5767.92,,,,,68HE0B23P0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0072,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",25.7,Operation and maintenance of equipment,D,Q,,1878.23,,,,,68HE0B23P0394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0084,HUMAN HEALTH RISK ASSESSMENT,25.2,Other services from non-Federal sources,D,Q,,-0.02,,,,,7,EPD15003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0084,HUMAN HEALTH RISK ASSESSMENT,31.0,Equipment,D,Q,,203.28,,,,,68HE0B23F0112,NNG15SC33B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,-71890.00,,,,,CINCICONSTELAIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,71890.00,,,,,CINCICONSTELLAIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,30.58,,,,,TRAV202301651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,30.58,,,,,TRAV202301657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,32500.00,,,,,68HERH23F0194,LCFDL20D0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,2972.42,,,,,68HERC23F0321,68HERC23A0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0107,"Science and Technology, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,90000.00,,,,,7,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
