owning_agency_name,reporting_agency_name,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0003,CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),25.7,Operation and maintenance of equipment,D,Q,,0.00,-72323.87,-71499.76,-72323.87,-71499.76,0.00,0.00,0.00,0.00,0.00,0.00,824.11,0.00,0.00,0.00,0.00,0.00,0.00,824.11,0.00,824.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0003,CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),26.0,Supplies and materials,D,Q,,24.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.16,0.00,0.00,0.00,0.00,0.00,0.00,24.16,0.00,24.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0003,CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),32.0,Land and structures,D,Q,,0.00,-8922.62,-9341.56,-8922.62,-9341.56,0.00,8922.62,8922.62,8922.62,9341.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0003,CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),41.0,"Grants, subsidies, and contributions",D,Q,,59803431.00,733479.19,12970242.02,733479.19,12970242.02,0.00,2389942.05,2389942.05,2389942.05,1414697.46,0.00,71064949.24,-90000.00,-233618.36,-233618.36,-233618.36,-90000.00,0.00,71208567.60,0.00,71208567.60,0.00,0.00,0.00,-333853.61,-333853.61,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,25.1,Advisory and assistance services,D,Q,,1267062.31,217495.09,-35982.53,150838.33,-35982.53,66656.76,0.00,0.00,0.00,0.00,0.00,1013584.69,223389.41,325164.56,325164.56,325164.56,223389.41,0.00,911809.54,0.00,911809.54,0.00,0.00,0.00,-712381.71,-712381.71,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,517332.21,-121290.29,14269.48,-121290.29,14269.48,0.00,-30208.35,-30208.35,-30208.35,68066.49,0.00,751166.82,0.00,0.00,0.00,0.00,0.00,0.00,751166.82,0.00,751166.82,0.00,0.00,0.00,-90365.10,-90365.10,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,25.3,Other goods and services from Federal sources,D,Q,,6475139.42,4888428.36,1739727.62,4888428.36,1739727.62,0.00,648208.10,648208.10,648208.10,507595.07,0.00,3185825.65,-3755421.30,-4695336.24,-4695336.24,-4695336.24,-3755421.30,0.00,4125740.59,0.00,4125740.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,26.0,Supplies and materials,D,Q,,5528.70,0.00,60947.00,0.00,60947.00,0.00,2093.67,2093.67,2093.67,0.00,0.00,64382.03,0.00,0.00,0.00,0.00,0.00,0.00,64382.03,0.00,64382.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,31.0,Equipment,D,Q,,10000.00,0.00,8966.82,0.00,8966.82,0.00,0.00,0.00,0.00,0.00,0.00,18966.82,0.00,0.00,0.00,0.00,0.00,0.00,18966.82,0.00,18966.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,32.0,Land and structures,D,Q,,0.00,-7307.84,-6349.66,-7307.84,-6349.66,0.00,7307.84,7307.84,7307.84,6349.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,41.0,"Grants, subsidies, and contributions",D,Q,,137535003.00,8250559.45,17524710.29,8250559.45,17524710.29,0.00,1730299.27,1730299.27,1730299.27,-32038.47,0.00,145046816.10,0.00,0.00,0.00,0.00,0.00,0.00,145046816.10,0.00,145046816.10,0.00,0.00,0.00,-2450688.73,-2450688.73,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,41.0,"Grants, subsidies, and contributions",D,V,American Rescue Plan Act of 2021,13943587.00,25220005.48,21954641.72,25220005.48,21954641.72,0.00,761688.91,761688.91,761688.91,4304.51,0.00,9920838.84,0.00,0.00,0.00,0.00,0.00,0.00,9920838.84,0.00,9920838.84,0.00,0.00,0.00,-2125.44,-2125.44,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0004,CATEGORICAL GRANT: STATE AND LOCAL AIR QUALITY MANAGEMENT,41.0,"Grants, subsidies, and contributions",D,Q,,3470036.00,3470036.00,0.00,3470036.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0005,CATEGORICAL GRANT:  RADON,41.0,"Grants, subsidies, and contributions",D,Q,,1778833.00,-2125342.71,1802504.95,-2125342.71,1802504.95,0.00,110268.18,110268.18,110268.18,41257.00,0.00,5637669.48,0.00,0.00,0.00,0.00,0.00,0.00,5637669.48,0.00,5637669.48,0.00,0.00,0.00,-314932.98,-314932.98,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0006,CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106),25.2,Other services from non-Federal sources,D,Q,,543827.00,-591011.85,-377807.20,-591011.85,-377807.20,0.00,81676.98,81676.98,81676.98,7041.54,0.00,682396.21,0.00,0.00,0.00,0.00,0.00,0.00,682396.21,0.00,682396.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0006,CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106),25.3,Other goods and services from Federal sources,D,Q,,0.00,-268627.40,-87083.31,-268627.40,-87083.31,0.00,0.00,0.00,0.00,0.00,0.00,181544.09,0.00,0.00,0.00,0.00,0.00,0.00,181544.09,0.00,181544.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0006,CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106),41.0,"Grants, subsidies, and contributions",D,E,"Additional Supplemental Appropriations for Disaster Relief Act, 2019",0.00,-3995636.53,-3161425.72,-3995636.53,-3161425.72,0.00,120420.68,120420.68,120420.68,74994.86,0.00,788784.99,0.00,0.00,0.00,0.00,0.00,0.00,788784.99,0.00,788784.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0006,CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106),41.0,"Grants, subsidies, and contributions",D,Q,,160379089.40,22110297.75,11483106.55,22109664.06,11483106.55,633.69,3807360.65,3807360.65,3807360.65,78665.38,0.00,146023202.90,0.00,0.00,0.00,0.00,0.00,0.00,146023202.90,0.00,146023202.90,0.00,0.00,0.00,-3098393.46,-3098393.46,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0007,CATEGORICAL GRANT:  WETLANDS PROGRAM DEVELOPMENT,25.2,Other services from non-Federal sources,D,Q,,0.00,-100.24,0.00,-100.24,0.00,0.00,100.24,100.24,100.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0007,CATEGORICAL GRANT:  WETLANDS PROGRAM DEVELOPMENT,25.3,Other goods and services from Federal sources,D,Q,,0.00,27408.60,29818.00,27408.60,29818.00,0.00,0.00,0.00,0.00,0.00,0.00,2409.40,0.00,0.00,0.00,0.00,0.00,0.00,2409.40,0.00,2409.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0007,CATEGORICAL GRANT:  WETLANDS PROGRAM DEVELOPMENT,41.0,"Grants, subsidies, and contributions",D,Q,,2289047.00,-7501539.35,1180194.73,-7501539.35,1180194.73,0.00,273018.88,273018.88,273018.88,-31955.09,0.00,10665807.11,0.00,0.00,0.00,0.00,0.00,0.00,10665807.11,0.00,10665807.11,0.00,0.00,0.00,-561217.28,-561217.28,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,204073.30,0.00,0.00,0.00,0.00,0.00,10783.39,10783.39,10783.39,9807.34,0.00,203097.25,0.00,0.00,0.00,0.00,0.00,0.00,203097.25,0.00,203097.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,26485.28,0.00,0.00,0.00,0.00,0.00,1934.88,1934.88,1934.88,1147.98,0.00,25698.38,0.00,0.00,0.00,0.00,0.00,0.00,25698.38,0.00,25698.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),11.5,Other personnel compensation,D,Z,Infrastructure Investment and Jobs Act,1050.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.43,0.00,0.00,0.00,0.00,0.00,0.00,1050.43,0.00,1050.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),11.7,Military personnel,D,Z,Infrastructure Investment and Jobs Act,14242.44,0.00,0.00,0.00,0.00,0.00,1808.55,1808.55,1808.55,1707.97,0.00,14141.86,0.00,0.00,0.00,0.00,0.00,0.00,14141.86,0.00,14141.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,86272.72,0.00,0.00,0.00,0.00,0.00,4861.73,4861.73,4861.73,4216.73,0.00,85627.72,0.00,0.00,0.00,0.00,0.00,0.00,85627.72,0.00,85627.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),12.2,Military personnel benefits,D,Z,Infrastructure Investment and Jobs Act,771.25,0.00,0.00,0.00,0.00,0.00,102.30,102.30,102.30,97.35,0.00,766.30,0.00,0.00,0.00,0.00,0.00,0.00,766.30,0.00,766.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),13.0,Benefits for former personnel,D,Z,Infrastructure Investment and Jobs Act,112.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.87,0.00,0.00,0.00,0.00,0.00,0.00,112.87,0.00,112.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),21.0,Travel and transportation of persons,D,Z,Infrastructure Investment and Jobs Act,2499.96,34.18,6.18,33.92,6.18,0.26,9.48,9.48,9.48,64.55,0.00,2527.03,0.00,0.00,0.00,0.00,0.00,0.00,2527.03,0.00,2527.03,0.00,0.00,0.00,-3.66,-3.66,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),23.3,"Communications, utilities, and miscellaneous charges",D,Q,,0.00,-23352.55,-23352.55,-23352.55,-23352.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),24.0,Printing and reproduction,D,Q,,2905.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2905.25,0.00,0.00,0.00,0.00,0.00,0.00,2905.25,0.00,2905.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),25.1,Advisory and assistance services,D,Q,,90773.28,-131696.27,-45945.62,-131696.68,-45945.62,0.41,0.00,0.00,0.00,0.00,0.00,176523.93,-88264.08,-96022.48,-96022.48,-96022.48,-88264.08,0.00,184282.33,0.00,184282.33,0.00,0.00,0.00,-115922.98,-115922.98,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),25.1,Advisory and assistance services,D,Z,Infrastructure Investment and Jobs Act,6198.66,1194.94,6000.00,1194.93,6000.00,0.01,0.00,0.00,0.00,0.00,0.00,11003.72,0.00,3538.48,3538.48,3538.48,0.00,0.00,7465.24,0.00,7465.24,0.00,0.00,0.00,-1194.94,-1194.94,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),25.2,Other services from non-Federal sources,D,Q,,792939.56,381945.89,159505.94,381945.89,159505.94,0.00,-26308.16,-26308.16,-26308.16,-130430.91,0.00,466376.86,0.00,0.00,0.00,0.00,0.00,0.00,466376.86,0.00,466376.86,0.00,0.00,0.00,-9824.35,-9824.35,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0008,CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),25.2,Other services from non-Federal sources,D,Z,Infrastructure Investment and Jobs Act,0.00,566.04,566.04,566.04,566.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
